pred_person,true_person,pred_rank,true_rank,pred_title_or_role,true_title_or_role,pred_organization,true_organization,line_number,source_uuid,link_to_ann
Mike Omeri,,[],[],['Chairman'],[],"['National Information Centre', 'AFP']",[],68,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Abubakar Shekau,,[],[],[],[],[],[],69,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Abu Bakr,,[],[],[],[],[],[],76,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Ebobowei Bona Awala,"Ebobowei Bona Awala,",['Major General'],['Major General'],['General Officer Commanding'],['General Officer Commanding'],[],"['Three Division,']",3,0d12b749-2640-414a-bda6-7b4c9f46ffaa,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/0d12b749-2640-414a-bda6-7b4c9f46ffaa.txt
Awala,,[],[],[],[],[],[],5,0d12b749-2640-414a-bda6-7b4c9f46ffaa,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/0d12b749-2640-414a-bda6-7b4c9f46ffaa.txt
Henry Ayoola,Henry Ayoola,['Major General'],['Major General'],[],['Commander'],"['Special Task Force', 'Commander of Supply and Transport']",['Special Task Force'],7,0d12b749-2640-414a-bda6-7b4c9f46ffaa,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/0d12b749-2640-414a-bda6-7b4c9f46ffaa.txt
Charles Idowu,Charles Idowu,['Colonel'],['Colonel'],['Commander'],['Commander of Supply and Transport'],[],['Three Division of Nigeria Army'],7,0d12b749-2640-414a-bda6-7b4c9f46ffaa,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/0d12b749-2640-414a-bda6-7b4c9f46ffaa.txt
KTJ Minimah,KTJ Minimah,['Lt. General'],['Lt. General'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],9,aaaec31f-fda5-46f1-9db8-b399f17310c6,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/aaaec31f-fda5-46f1-9db8-b399f17310c6.txt
Kenneth Minimah,Kenneth Minimah,['Lt. General'],['Lt. General'],[],[],[],[],19,aaaec31f-fda5-46f1-9db8-b399f17310c6,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/aaaec31f-fda5-46f1-9db8-b399f17310c6.txt
Mohammed Marwa,,['Brig-General'],[],['Commander'],[],['Operation Sweep'],[],20,aaaec31f-fda5-46f1-9db8-b399f17310c6,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/aaaec31f-fda5-46f1-9db8-b399f17310c6.txt
Minimah,,['General'],[],[],[],[],[],29,aaaec31f-fda5-46f1-9db8-b399f17310c6,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/aaaec31f-fda5-46f1-9db8-b399f17310c6.txt
Texas Chukwu,Texas Chukwu,['Brig.-Gen'],['Brig.-Gen.'],"['Director, Army Public Relations']","['Director, Army Public Relations']",[],[],3,f1f26a4f-10e2-4ce4-a00d-bf614c1efefb,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/f1f26a4f-10e2-4ce4-a00d-bf614c1efefb.txt
Chukwu,,[],[],[],[],[],[],7,f1f26a4f-10e2-4ce4-a00d-bf614c1efefb,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/f1f26a4f-10e2-4ce4-a00d-bf614c1efefb.txt
Adebayo Olaniyi Friday,Adebayo Olaniyi Friday,['Major General'],['Major General'],['General Officer Commanding'],['General Officer Commanding'],"['Nigerian Army', '82 Division']",['82 Division'],2,827dc295-f0d2-4c9e-9f78-6006dc87fb70,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/827dc295-f0d2-4c9e-9f78-6006dc87fb70.txt
Azubuike Ihejirika,Azubuike Ihejirika,['Lt. Gen'],['Lt. Gen'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],7,827dc295-f0d2-4c9e-9f78-6006dc87fb70,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/827dc295-f0d2-4c9e-9f78-6006dc87fb70.txt
Olaniyi,,[],[],[],[],[],[],10,827dc295-f0d2-4c9e-9f78-6006dc87fb70,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/827dc295-f0d2-4c9e-9f78-6006dc87fb70.txt
Abdullahi Muraina,Abdullahi Muraina,['Major Gen'],['Major Gen'],['chief of accounts and budget (Army)'],['chief of accounts and budget (Army)'],[],[],11,827dc295-f0d2-4c9e-9f78-6006dc87fb70,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/827dc295-f0d2-4c9e-9f78-6006dc87fb70.txt
Sagir Musa,Sagir Musa,['Lt. Col'],['Lt. Col.'],['spokesman'],['spokesman'],"['7 Division', 'Nigerian Army']",['7 Division'],15,827dc295-f0d2-4c9e-9f78-6006dc87fb70,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/827dc295-f0d2-4c9e-9f78-6006dc87fb70.txt
James Ocholi,,[],[],['Chief of Training and Operations'],[],['Nigeria Army'],[],2,7f1d5ba0-9dc6-41fe-ba67-20755f94f191,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7f1d5ba0-9dc6-41fe-ba67-20755f94f191.txt
Yusha’u Mahmood Abubakar,Yusha’u Mahmood Abubakar,['Major General'],['Major General'],[],"['Chief of Training and Operations', 'Theatre Commander']",[],"['Nigeria Army', 'Operation Zaman Lafiya Dole']",2,7f1d5ba0-9dc6-41fe-ba67-20755f94f191,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7f1d5ba0-9dc6-41fe-ba67-20755f94f191.txt
M.S.A. Aliyu,M.S.A. Aliyu,['Brigadier'],['Brigadier'],"['Theatre Commander', 'Acting General Officer Commanding']",['General Officer Commanding'],"['Operation Zaman Lafiya', '3 Armoured Division']",['3 Armoured Division'],2,7f1d5ba0-9dc6-41fe-ba67-20755f94f191,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7f1d5ba0-9dc6-41fe-ba67-20755f94f191.txt
Abubakar’s,,['General'],[],[],[],[],[],3,7f1d5ba0-9dc6-41fe-ba67-20755f94f191,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7f1d5ba0-9dc6-41fe-ba67-20755f94f191.txt
Shoot Ondo,,[],[],[],[],[],[],1,7c4a1206-effb-4695-a475-5b2743fe6922,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7c4a1206-effb-4695-a475-5b2743fe6922.txt
Mohammed Abubakar,Mohammed Abubakar,['Major Gen'],['Major Gen.'],['General Officer Commanding'],['General Officer Commandin'],['2 Division'],['2 Division'],2,7c4a1206-effb-4695-a475-5b2743fe6922,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7c4a1206-effb-4695-a475-5b2743fe6922.txt
Abubakar,,[],[],[],[],[],[],12,7c4a1206-effb-4695-a475-5b2743fe6922,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7c4a1206-effb-4695-a475-5b2743fe6922.txt
Jack Nwaogbo,Jack Nwaogbo,['Major General'],['Major General'],['Officer Commanding'],['General Officer Commanding'],"['3 Armoured Division', 'Nigerian Army']",['3 Armoured Division of the Nigerian Arm'],2,0b4ea4e0-fade-4d35-b449-c36e265795d3,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/0b4ea4e0-fade-4d35-b449-c36e265795d3.txt
Bamidele Ogunkale,Bamidele Ogunkale,['Brigadier-General'],['Brigadier-General'],['Commander'],['Commander'],['43 Division Engineers'],['43 Division Engineers'],4,0b4ea4e0-fade-4d35-b449-c36e265795d3,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/0b4ea4e0-fade-4d35-b449-c36e265795d3.txt
Oct,,[],[],[],[],[],[],16,25c08012-69c2-4e12-a85a-604f0eee0df3,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/25c08012-69c2-4e12-a85a-604f0eee0df3.txt
Jun,,[],[],[],[],['1 Jul'],[],40,25c08012-69c2-4e12-a85a-604f0eee0df3,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/25c08012-69c2-4e12-a85a-604f0eee0df3.txt
Jul,,[],[],[],[],[],[],58,25c08012-69c2-4e12-a85a-604f0eee0df3,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/25c08012-69c2-4e12-a85a-604f0eee0df3.txt
Eugene Nwanjuma,,[],[],[],[],[],[],100,25c08012-69c2-4e12-a85a-604f0eee0df3,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/25c08012-69c2-4e12-a85a-604f0eee0df3.txt
TI Dibi,,['19 Maj Gen'],[],[],[],[],[],110,25c08012-69c2-4e12-a85a-604f0eee0df3,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/25c08012-69c2-4e12-a85a-604f0eee0df3.txt
Lt Glover,,[],[],[],[],['Nigerian Army'],[],113,25c08012-69c2-4e12-a85a-604f0eee0df3,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/25c08012-69c2-4e12-a85a-604f0eee0df3.txt
Gov. Gaidam,,[],[],[],[],[],[],1,20964bcf-51b2-4a03-9ea0-c514d4662918,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/20964bcf-51b2-4a03-9ea0-c514d4662918.txt
Tukur Yusuf Buratai,Tukur Yusuf Buratai,['Lt. General'],['Lt. General'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],2,20964bcf-51b2-4a03-9ea0-c514d4662918,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/20964bcf-51b2-4a03-9ea0-c514d4662918.txt
Ibrahim Gaidam,,['Alh'],[],[],[],[],[],2,20964bcf-51b2-4a03-9ea0-c514d4662918,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/20964bcf-51b2-4a03-9ea0-c514d4662918.txt
Buratai,Buratai,['Lt. Gen'],['Lt. Gen'],[],[],['Nigeria Army'],[],4,20964bcf-51b2-4a03-9ea0-c514d4662918,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/20964bcf-51b2-4a03-9ea0-c514d4662918.txt
K.N Garba,K.N Garba,['Brigadier General'],['Brigadier General'],['Brigade Commander'],['Brigade Commander'],['27 task force Brigade Buni-'],['27 task force Brigade'],5,20964bcf-51b2-4a03-9ea0-c514d4662918,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/20964bcf-51b2-4a03-9ea0-c514d4662918.txt
Mohammed Abdullahi Abubakar,,[],[],[],[],['Nigerian Army'],[],2,356602e4-042e-4ad3-8bb2-f539b8644514,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/356602e4-042e-4ad3-8bb2-f539b8644514.txt
Benjamin Ahanotu,Benjamin Ahanotu,['Major General'],['Major General'],['General officer Commanding'],['General officer Commanding'],"['3rd Division', 'Government House']",['3rd Division'],3,356602e4-042e-4ad3-8bb2-f539b8644514,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/356602e4-042e-4ad3-8bb2-f539b8644514.txt
Abubakar,,['Governor'],[],[],[],[],[],4,356602e4-042e-4ad3-8bb2-f539b8644514,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/356602e4-042e-4ad3-8bb2-f539b8644514.txt
Abubakar,,['Governor'],[],[],[],[],[],6,356602e4-042e-4ad3-8bb2-f539b8644514,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/356602e4-042e-4ad3-8bb2-f539b8644514.txt
Benjamin Ahanotu,Benjamin Ahanotu,['Jos'],['brigadier general'],['Acting General Officer Commanding'],['Acting General Officer Commanding'],"['3 Division', 'Nigerian Army']",['3 Division'],2,24ad030d-abe7-462d-9fb1-829df7df5c68,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/24ad030d-abe7-462d-9fb1-829df7df5c68.txt
John Yep,,[],[],['Chairman of Sardauna Local Government'],[],[],[],3,24ad030d-abe7-462d-9fb1-829df7df5c68,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/24ad030d-abe7-462d-9fb1-829df7df5c68.txt
Yemi Osinbajo,,['Acting President'],[],[],[],[],[],5,24ad030d-abe7-462d-9fb1-829df7df5c68,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/24ad030d-abe7-462d-9fb1-829df7df5c68.txt
Bello Mohammed,Bello Mohammed,[],[],['Brigade Commander'],['Brigade Commander'],['23 Brigade'],['23 Brigade'],7,24ad030d-abe7-462d-9fb1-829df7df5c68,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/24ad030d-abe7-462d-9fb1-829df7df5c68.txt
Mohammed,,[],[],[],[],[],[],10,24ad030d-abe7-462d-9fb1-829df7df5c68,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/24ad030d-abe7-462d-9fb1-829df7df5c68.txt
Mohammed,,[],[],[],[],[],[],12,24ad030d-abe7-462d-9fb1-829df7df5c68,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/24ad030d-abe7-462d-9fb1-829df7df5c68.txt
Emmanuel Bello,,[],[],[],[],[],[],14,24ad030d-abe7-462d-9fb1-829df7df5c68,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/24ad030d-abe7-462d-9fb1-829df7df5c68.txt
Ishaku,,[],[],[],[],[],[],14,24ad030d-abe7-462d-9fb1-829df7df5c68,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/24ad030d-abe7-462d-9fb1-829df7df5c68.txt
Life,,[],[],[],[],[],[],22,24ad030d-abe7-462d-9fb1-829df7df5c68,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/24ad030d-abe7-462d-9fb1-829df7df5c68.txt
Bello,,[],[],[],[],[],[],24,24ad030d-abe7-462d-9fb1-829df7df5c68,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/24ad030d-abe7-462d-9fb1-829df7df5c68.txt
Kamaldeen Role,Kamaldeen Role,['Major-General'],['Major-General'],"['Commander', 'General officer Commanding']","['Commander', 'General officer Commanding']",['Army Headquarters Garrison'],"['Army Headquarters Garrison', 'One Division']",2,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
Lawrence Ngubane,Lawrence Ngubane,['Major-General'],['Major-Genera'],['Deputy Commandant'],"['Deputy Commandant', 'General Officer Commanding']","['One Division', 'National Defence College']","['National Defence College', '2 Division']",2,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
Saleh Maina,Saleh Maina,['Major General'],['Major General'],"['General Officer Commanding', 'Commandant', 'General Officer Commanding']","['Commandant', 'General Officer Commanding']","['2 Division', 'Armoured Corps and School', '3 Division']","['Armoured Corps and School', '3 Division']",2,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
Mohammed Isah,Mohammed Isah,['Major General'],['Major Genera'],"[""Military Secretary 'Army'"", 'General Officer Commanding']","[""Military Secretary 'Army'"", 'General Officer Commanding']","['82 Division', 'Nigerian Army']",['82 Division'],3,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
Emeka CG Nwanguna,Emeka CG Nwanguna,['Major General'],['Major General'],['General Officer Commanding'],['General Officer Commanding'],['81 Division'],"['DefenceHeadquarters', '81 Division']",3,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
Moses Obi,Moses Obi,"['Major-General', 'GOC']",['Major-General'],"['Chief of Operations', 'Director of Operations']","['GOC', 'Chief of Operations']",[],"[""'One' Division"", 'Army Headquarters']",4,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
'One' Division,,[],[],[],[],[],[],4,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
AT Umaru,AT Umaru,[],['Brigadier-General'],['Director of Military Intelligence'],"['Director of Operations', 'Director of Military Intelligence']",['Defence Intelligence Agency'],['Defence Intelligence Agency'],4,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
AS Mustapha,AS Mustapha,"['Brigadier-General', 'Brigadier-General']",['Brigadier-General'],['Commander'],['Commander'],"['Army Headquarters', 'Army Headquarters', 'Brigade of Guards']","['Army Headquarters', 'Brigade of Guards']",4,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
BM Monguno,BM Monguno,['Major-General'],['Major-General'],"['Deputy Commandant', ""Commandant 'DEPOT' Zaria""]","['Commander', 'Deputy Commandant']",['National Defence College'],"['Brigade of Guards', 'National Defence College']",5,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
YD Pyeng,YD Pyeng,['Brigadier-General'],['Brigadier-General'],"['Director, Army Public Relations']","['Commandant', 'Provost-Marshal']",[],"['DEPOT', 'Nigerian Army']",5,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
AC Olukolade,AC Olukolade,['Brigadier-General'],['Brigadier-General'],['Provost-Marshal'],"['Director, Army Public Relations']",['Nigerian Army'],[],5,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
AB Marwa,AB Marwa,['Brigadier-General'],['Brigadier-General'],['Commander'],['Brigade Commander'],"['Brigade of Guards', 'Defence College', '22 Brigade', 'Brigade Commander']","['Defence College', '22 Brigade']",5,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
TI Oliomogbe,TI Oliomogbe,['Major-General'],['Major-General'],"['Commandant', 'Commandant']","['Commandant', 'Commandant']","['Nigerian Army Engineers Corps', 'Army College of Logistics;']","['Engineers Corps', 'Army College of Logistics']",6,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
UT Usman,UT Usman,['Major-General'],['Major-General'],"['Chief of Logistics', 'Chief of Administration']",['Chief of Logistics'],[],"['Army Headquarters,']",6,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
AM Jubrin,AM Jubrin,['Major General'],['Major General'],['Army Provost Marshal'],"['Army Provost Marshal', 'Chief of Administration']","['Army Headquarters', 'Army Headquarters']",['Army Headquarters'],6,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
SU Abdukadir,SU Abdukadir,['Major General'],['Major General'],"[""Military Secretary 'Army'""]","[""Military Secretary 'Army'""]",[],[],6,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
BC Azurunwa,BC Azurunwa,['Major-General'],['Major-General'],"['Director of Policy and Plans', 'chief of Army Standards and Evaluation (CASE)']","['Director of Policy and Plans', 'chief of Army Standards and Evaluation']",['Army Headquarters'],['Army Headquarters'],7,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a2922c4e-d151-4b62-b0e1-bfe41d1af48c.txt
